Ticket type,Ticket no,User name,Issued,Order,Order #,Ticket id,Avatar filename,QR profile filename,QR feedback filename,Name,Twitter,Serial code,Sponsor logo,checked_in,Ticket url,インボイス対応について,参加のためには別途チケットをご購入ください,応援団の Web サイト表示について,返金対応はいたしかねます,その他コメント欄
"ラーメンを応援します","V-66","miio","2024/07/09 20:23","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-66.png","qr-feedback-ラーメンを応援します-V-66.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/BZcmlXrFfgzUIMw0utK2m2UN78S7T1uK","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-67","KojiKa","2024/07/13 11:26","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-67.png","qr-feedback-ラーメンを応援します-V-67.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/8mlphnT7gmmXkdtY6gU8ymli151wnu29","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-68","whaibara","2024/07/15 22:23","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-68.png","qr-feedback-ラーメンを応援します-V-68.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/Ezs06ajfp61D0RcJkEwp70ujfLnkZIeL","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-70","syossan27","2024/07/18 21:35","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-70.png","qr-feedback-ラーメンを応援します-V-70.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/hVLk0WIRETN7TLlpxfL8tvp6WPnrGWmd","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-71","YSK8","2024/07/20 8:01","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-71.png","qr-feedback-ラーメンを応援します-V-71.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/qmooyJo8GpwW3UA0xcdf2n0JXXcPxwuh","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました","北海道を盛り上げてくれてありがとうございます！"
"ラーメンを応援します","V-72","tomio2480","2024/07/21 2:26","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-72.png","qr-feedback-ラーメンを応援します-V-72.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/f83U4D68Ae02q4Ca4KILUnjcBgCw3mPZ","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-73","gennei","2024/07/21 15:09","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-73.png","qr-feedback-ラーメンを応援します-V-73.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/pAE2jquXTSh088eMsLL4QllK3yAdxk8G","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-74","chikuwait","2024/07/21 18:14","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-74.png","qr-feedback-ラーメンを応援します-V-74.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/sdf0zJxbaACqPCXKucznNzvmWjXesHAt","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-75","Hsasa","2024/07/23 8:18","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-75.png","qr-feedback-ラーメンを応援します-V-75.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/fuSKDCjycz3pGCKXOUsLWXFangMbvvq0","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-76","JunM","2024/07/25 16:51","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-76.png","qr-feedback-ラーメンを応援します-V-76.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/jN08fQFdB2nMZaC6WhOoESGp71doGpw2","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-77","JunM","2024/07/25 16:56","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-77.png","qr-feedback-ラーメンを応援します-V-77.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/0sS1H4XV9Xkv4MMHAWrgyIPcmqboPiQu","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-79","hanhan1978","2024/07/26 15:14","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-79.png","qr-feedback-ラーメンを応援します-V-79.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/kO85i1X9LnIYWBorX9CLPx4now7RHNDZ","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-80","akinoriakatsuka","2024/07/26 15:18","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-80.png","qr-feedback-ラーメンを応援します-V-80.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/2Koc8Rq7lder9TD6Ves5JrDlVBKnaUzT","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-81","Y-Kanoh","2024/07/27 0:58","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-81.png","qr-feedback-ラーメンを応援します-V-81.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/S6GycamaV4H36QyKSmrWIIUATik7rnrE","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました","Webサイトへの掲載はどちらでも構いません"
"ラーメンを応援します","V-82","YohichiHayashi","2024/07/27 8:56","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-82.png","qr-feedback-ラーメンを応援します-V-82.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/NJe1K9jRRmTT8VpCQILZQcg00DKYoLMB","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-83","YohichiHayashi","2024/07/27 9:22","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-83.png","qr-feedback-ラーメンを応援します-V-83.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/WSOeN2KpMTFtqjZ6Oxe1PUIdtzZIL0Kg","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-84","pyama86","2024/07/27 15:57","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-84.png","qr-feedback-ラーメンを応援します-V-84.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/rN37K7NGeX2GSiyPRQcLcHBGthixzXzw","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました","やばい！！あと在庫どれくらいあるのか気になる！気になりすぎて引いちゃう！！！！１"
"ラーメンを応援します","V-85","pyama86","2024/07/27 17:28","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-85.png","qr-feedback-ラーメンを応援します-V-85.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/muV2pv8aFJtInsvfHgaXoJBiI6VkL6cu","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました","いやーー、まじあと何回押せるんや？？？もうすぐ全部セッション終わっちゃう！！！"
"ラーメンを応援します","V-86","Magnolia","2024/07/27 18:02","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-86.png","qr-feedback-ラーメンを応援します-V-86.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/Vz20MKQjnZEkW0FgYp7upopkCJ61RgNw","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-87","soudai1025","2024/07/27 18:14","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-87.png","qr-feedback-ラーメンを応援します-V-87.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/tqlITU4pvOKIpbn2J7EOFbS6NVhaYE7G","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-88","pyama86","2024/07/27 18:17","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-88.png","qr-feedback-ラーメンを応援します-V-88.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/sHt2NqK3enWqxjIkeNZczsDfVUX2njvj","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました","懇親会までの待ち時間暇すぎて暇。"
"ラーメンを応援します","V-89","soudai1025","2024/07/27 18:24","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-89.png","qr-feedback-ラーメンを応援します-V-89.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/LqUuhpmfhp006wNYIGJ4MqLrYiEUWUi3","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-90","tadsan","2024/07/27 18:26","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-90.png","qr-feedback-ラーメンを応援します-V-90.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/vW4mGYQavBP6OyrisZcBsqM67WNJAgSj","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました","楽しかったので替え玉！"
"ラーメンを応援します","V-91","pyama86","2024/07/27 18:29","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-91.png","qr-feedback-ラーメンを応援します-V-91.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/aF62LZBXmSsDoYYDJ2Vz6mSXLwUIy4hk","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました","90！！！100なのか？100まで引けるのか？"
"ラーメンを応援します","V-92","soudai1025","2024/07/27 18:35","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-92.png","qr-feedback-ラーメンを応援します-V-92.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/o5TLJnb0i4lEdtWqe5ff6byOXfDM4ODE","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-93","pyama86","2024/07/27 18:37","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-93.png","qr-feedback-ラーメンを応援します-V-93.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/vqLGyuqoeq4U4nhJUfJFjnokg4ga7CVI","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました","いやー、これは100、確実に100。"
"ラーメンを応援します","V-94","ytake","2024/07/27 18:36","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-94.png","qr-feedback-ラーメンを応援します-V-94.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/F6vPG2T1EOiHyEGKafc9j0gs8Z29bLfB","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました","がんばってください"
"ラーメンを応援します","V-95","Magnolia","2024/07/27 18:56","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-95.png","qr-feedback-ラーメンを応援します-V-95.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/BU9EkDV3QCwbcGk89cn4dPgGlahIxOEf","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-96","KojiKa","2024/07/27 19:06","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-96.png","qr-feedback-ラーメンを応援します-V-96.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/i9sB7ZNRRaFPHA2QsJTX4ovgO6l5LJnd","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-97","nsfisis","2024/07/27 17:35","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-97.png","qr-feedback-ラーメンを応援します-V-97.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/7UiLqGXcLTfAWKxD96Lppw4HeMdo8bRh","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-98","nsfisis","2024/07/27 19:12","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-98.png","qr-feedback-ラーメンを応援します-V-98.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/H7Ipi1CdaD6a058HR5YQ8O4zt73g3wgf","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
"ラーメンを応援します","V-99","nsfisis","2024/07/27 19:13","","","","default-avatar.png","qr-profile-ラーメンを応援します-V-99.png","qr-feedback-ラーメンを応援します-V-99.png","","","",,false,"https://fortee.jp/techramen-24-conf/attendee/tbaGjE1JYBml09WfnX1AYLSTaYOYQasS","領収書の注意事項について理解しました","このチケットではイベント参加できないことを理解しました","表示してもよい(fortee の設定についても理解した)","返金不可の旨を理解しました",""
